x_value,State.INFECTIOUS,State.RECOVERED,State.SUSCEPTIBLE
1649,18,70,12
1650,18,70,12
1651,18,70,12
1652,18,70,12
1653,18,70,12
1654,18,70,12
1655,18,70,12
1656,18,70,12
1657,18,70,12
1658,18,70,12
1659,18,70,12
1660,18,70,12
1661,18,70,12
1662,18,70,12
1663,18,70,12
1664,18,70,12
1665,18,70,12
1666,18,70,12
1667,18,70,12
1668,18,70,12
1669,18,70,12
1670,18,70,12
1671,18,70,12
1672,18,70,12
1673,18,70,12
1674,18,70,12
1675,18,70,12
1676,18,70,12
1677,18,70,12
1678,18,70,12
1679,18,70,12
1680,17,71,12
1681,17,71,12
1682,17,71,12
1683,17,71,12
1684,17,71,12
1685,17,71,12
1686,17,71,12
1687,17,71,12
1688,17,71,12
1689,17,71,12
1690,17,71,12
1691,17,71,12
1692,17,71,12
1693,17,71,12
1694,17,71,12
1695,17,71,12
1696,17,71,12
1697,17,71,12
1698,17,71,12
1699,17,71,12
1700,17,71,12
1701,17,71,12
1702,17,71,12
1703,17,71,12
1704,17,71,12
1705,17,71,12
1706,17,71,12
1707,17,71,12
1708,17,71,12
1709,17,71,12
1710,17,71,12
1711,17,71,12
1712,17,71,12
1713,17,71,12
1714,17,71,12
1715,17,71,12
1716,17,71,12
1717,17,71,12
1718,17,71,12
1719,17,71,12
1720,17,71,12
1721,17,71,12
1722,17,71,12
1723,17,71,12
1724,17,71,12
1725,17,71,12
1726,17,71,12
1727,17,71,12
1728,17,71,12
1729,17,71,12
1730,17,71,12
1731,17,71,12
1732,17,71,12
1733,17,71,12
1734,17,71,12
1735,17,71,12
1736,17,71,12
1737,17,71,12
1738,17,71,12
1739,17,71,12
1740,17,71,12
1741,17,71,12
1742,17,71,12
1743,17,71,12
1744,17,71,12
1745,17,71,12
1746,17,71,12
1747,17,71,12
1748,17,71,12
1749,17,71,12
1750,17,71,12
1751,17,71,12
1752,17,71,12
1753,17,71,12
1754,17,71,12
1755,17,71,12
1756,17,71,12
1757,17,71,12
1758,17,71,12
1759,17,71,12
1760,17,71,12
1761,17,71,12
1762,17,71,12
1763,17,71,12
1764,17,71,12
1765,16,72,12
1766,16,72,12
1767,16,72,12
1768,16,72,12
1769,16,72,12
1770,16,72,12
1771,16,72,12
1772,16,72,12
1773,16,72,12
1774,16,72,12
1775,16,72,12
1776,16,72,12
1777,16,72,12
1778,16,72,12
1779,16,72,12
1780,16,72,12
1781,16,72,12
1782,16,72,12
1783,16,72,12
1784,16,72,12
1785,16,72,12
1786,16,72,12
1787,16,72,12
1788,16,72,12
1789,16,72,12
1790,16,72,12
1791,16,72,12
1792,16,72,12
1793,16,72,12
1794,16,72,12
1795,16,72,12
1796,16,72,12
1797,17,72,11
1798,17,72,11
1799,17,72,11
1800,17,72,11
1801,17,72,11
1802,17,72,11
1803,17,72,11
1804,17,72,11
1805,18,72,10
1806,18,72,10
1807,18,72,10
1808,18,72,10
1809,18,72,10
1810,18,72,10
1811,18,72,10
1812,18,72,10
1813,18,72,10
1814,18,72,10
1815,18,72,10
1816,17,73,10
1817,17,73,10
1818,17,73,10
1819,17,73,10
1820,17,73,10
1821,17,73,10
1822,17,73,10
1823,17,73,10
1824,17,73,10
1825,17,73,10
1826,17,73,10
1827,17,73,10
1828,17,73,10
1829,17,73,10
1830,17,73,10
1831,17,73,10
1832,17,73,10
1833,17,73,10
1834,17,73,10
1835,17,73,10
1836,17,73,10
1837,17,73,10
1838,17,73,10
1839,17,73,10
1840,17,73,10
1841,17,73,10
1842,17,73,10
1843,17,73,10
1844,17,73,10
1845,17,73,10
1846,17,73,10
1847,17,73,10
1848,17,73,10
1849,17,73,10
1850,17,73,10
1851,17,73,10
1852,17,73,10
1853,17,73,10
1854,17,73,10
1855,17,73,10
1856,17,73,10
1857,17,73,10
1858,17,73,10
1859,17,73,10
1860,17,73,10
1861,17,73,10
1862,17,73,10
1863,17,73,10
1864,17,73,10
1865,17,73,10
1866,17,73,10
1867,17,73,10
1868,17,73,10
1869,17,73,10
1870,16,74,10
1871,16,74,10
1872,16,74,10
1873,16,74,10
1874,16,74,10
1875,16,74,10
1876,16,74,10
1877,16,74,10
1878,16,74,10
1879,16,74,10
1880,16,74,10
1881,16,74,10
1882,16,74,10
1883,16,74,10
1884,16,74,10
1885,16,74,10
1886,16,74,10
1887,16,74,10
1888,16,74,10
1889,16,74,10
1890,16,74,10
1891,16,74,10
1892,16,74,10
1893,16,74,10
1894,16,74,10
1895,16,74,10
1896,16,74,10
1897,16,74,10
1898,16,74,10
1899,16,74,10
1900,16,74,10
1901,16,74,10
1902,16,74,10
1903,16,74,10
1904,16,74,10
1905,16,74,10
1906,16,74,10
1907,16,74,10
1908,16,74,10
1909,16,74,10
1910,16,74,10
1911,16,74,10
1912,16,74,10
1913,16,74,10
1914,16,74,10
1915,16,74,10
1916,16,74,10
1917,16,74,10
1918,16,74,10
1919,16,74,10
1920,16,74,10
1921,16,74,10
1922,16,74,10
1923,16,74,10
1924,16,74,10
1925,16,74,10
1926,16,74,10
1927,16,74,10
1928,16,74,10
1929,16,74,10
1930,16,74,10
1931,16,74,10
1932,16,74,10
1933,16,74,10
1934,16,74,10
1935,16,74,10
1936,16,74,10
1937,16,74,10
1938,16,74,10
1939,16,74,10
1940,16,74,10
1941,16,74,10
1942,16,74,10
1943,16,74,10
1944,16,74,10
1945,16,74,10
1946,15,75,10
1947,15,75,10
1948,15,75,10
1949,15,75,10
1950,15,75,10
1951,15,75,10
1952,16,75,9
1953,16,75,9
1954,16,75,9
1955,16,75,9
1956,16,75,9
1957,16,75,9
1958,16,75,9
1959,16,75,9
1960,16,75,9
1961,16,75,9
1962,16,75,9
1963,16,75,9
1964,17,75,8
1965,17,75,8
1966,17,75,8
1967,17,75,8
1968,17,75,8
1969,17,75,8
1970,17,75,8
1971,17,75,8
1972,17,75,8
1973,17,75,8
1974,17,75,8
1975,17,75,8
1976,17,75,8
1977,17,75,8
1978,17,75,8
1979,17,75,8
1980,17,75,8
1981,17,75,8
1982,17,75,8
1983,17,75,8
1984,17,75,8
1985,17,75,8
1986,17,75,8
1987,17,75,8
1988,17,75,8
1989,17,75,8
1990,17,75,8
1991,17,75,8
1992,17,75,8
1993,17,75,8
1994,17,75,8
1995,17,75,8
1996,17,75,8
1997,17,75,8
1998,17,75,8
1999,17,75,8
2000,17,75,8
2001,17,75,8
2002,17,75,8
2003,17,75,8
2004,17,75,8
2005,17,75,8
2006,17,75,8
2007,17,75,8
2008,17,75,8
2009,17,75,8
2010,17,75,8
2011,17,75,8
2012,17,75,8
2013,17,75,8
2014,17,75,8
2015,17,75,8
2016,17,75,8
2017,17,75,8
2018,17,75,8
2019,17,75,8
2020,17,75,8
2021,17,75,8
2022,17,75,8
2023,17,75,8
2024,17,75,8
2025,17,75,8
2026,17,75,8
2027,17,75,8
2028,17,75,8
2029,17,75,8
2030,17,75,8
2031,18,75,7
2032,18,75,7
2033,18,75,7
2034,18,75,7
2035,18,75,7
2036,18,75,7
2037,18,75,7
2038,19,75,6
2039,19,75,6
2040,19,75,6
2041,19,75,6
2042,19,75,6
2043,19,75,6
2044,19,75,6
2045,19,75,6
2046,19,75,6
2047,19,75,6
2048,19,75,6
2049,18,76,6
2050,18,76,6
2051,18,76,6
2052,18,76,6
2053,18,76,6
2054,18,76,6
2055,18,76,6
2056,18,76,6
2057,18,76,6
2058,18,76,6
2059,18,76,6
2060,18,76,6
2061,18,76,6
2062,18,76,6
2063,18,76,6
2064,18,76,6
2065,18,76,6
2066,18,76,6
2067,18,76,6
2068,18,76,6
2069,18,76,6
2070,18,76,6
2071,18,76,6
2072,18,76,6
2073,18,76,6
2074,18,76,6
2075,18,76,6
2076,18,76,6
2077,18,76,6
2078,18,76,6
2079,18,76,6
2080,18,76,6
2081,18,76,6
2082,18,76,6
2083,18,76,6
2084,18,76,6
2085,18,76,6
2086,18,76,6
2087,18,76,6
2088,18,76,6
2089,18,76,6
2090,18,76,6
2091,18,76,6
2092,18,76,6
2093,18,76,6
2094,18,76,6
2095,18,76,6
2096,18,76,6
2097,18,76,6
2098,18,76,6
2099,18,76,6
2100,18,76,6
2101,18,76,6
2102,18,76,6
2103,18,76,6
2104,18,76,6
2105,18,76,6
2106,18,76,6
2107,18,76,6
2108,18,76,6
2109,18,76,6
2110,18,76,6
2111,18,76,6
2112,18,76,6
2113,18,76,6
2114,18,76,6
2115,18,76,6
2116,18,76,6
2117,18,76,6
2118,18,76,6
2119,18,76,6
2120,18,76,6
2121,17,77,6
2122,17,77,6
2123,17,77,6
2124,17,77,6
2125,17,77,6
2126,17,77,6
2127,17,77,6
2128,17,77,6
2129,17,77,6
2130,17,77,6
2131,17,77,6
2132,17,77,6
2133,17,77,6
2134,17,77,6
2135,17,77,6
2136,17,77,6
2137,17,77,6
2138,17,77,6
2139,17,77,6
2140,17,77,6
2141,17,77,6
2142,17,77,6
2143,17,77,6
2144,17,77,6
2145,17,77,6
2146,17,77,6
2147,17,77,6
2148,17,77,6
2149,17,77,6
2150,17,77,6
2151,17,77,6
2152,17,77,6
2153,17,77,6
2154,17,77,6
2155,17,77,6
2156,17,77,6
2157,17,77,6
2158,17,77,6
2159,17,77,6
2160,17,77,6
2161,17,77,6
2162,17,77,6
2163,17,77,6
2164,16,78,6
2165,16,78,6
2166,16,78,6
2167,16,78,6
2168,16,78,6
2169,16,78,6
2170,16,78,6
2171,16,78,6
2172,16,78,6
2173,16,78,6
2174,16,78,6
2175,16,78,6
2176,15,79,6
2177,15,79,6
2178,15,79,6
2179,15,79,6
2180,15,79,6
2181,15,79,6
2182,15,79,6
2183,15,79,6
2184,15,79,6
2185,15,79,6
2186,15,79,6
2187,15,79,6
2188,15,79,6
2189,15,79,6
2190,15,79,6
2191,15,79,6
2192,15,79,6
2193,15,79,6
2194,15,79,6
2195,15,79,6
2196,15,79,6
2197,15,79,6
2198,15,79,6
2199,15,79,6
2200,15,79,6
2201,15,79,6
2202,14,80,6
2203,14,80,6
2204,14,80,6
2205,14,80,6
2206,14,80,6
2207,14,80,6
2208,14,80,6
2209,14,80,6
2210,14,80,6
2211,14,80,6
2212,14,80,6
2213,14,80,6
2214,14,80,6
2215,14,80,6
2216,14,80,6
2217,14,80,6
2218,14,80,6
2219,14,80,6
2220,14,80,6
2221,14,80,6
2222,14,80,6
2223,14,80,6
2224,14,80,6
2225,14,80,6
2226,14,80,6
2227,14,80,6
2228,14,80,6
2229,14,80,6
2230,14,80,6
2231,14,80,6
2232,14,80,6
2233,14,80,6
2234,14,80,6
2235,14,80,6
2236,14,80,6
2237,14,80,6
2238,14,80,6
2239,14,80,6
2240,14,80,6
2241,14,80,6
2242,14,80,6
2243,14,80,6
2244,14,80,6
2245,14,80,6
2246,14,80,6
2247,14,80,6
2248,14,80,6
2249,14,80,6
2250,14,80,6
2251,14,80,6
2252,14,80,6
2253,14,80,6
2254,14,80,6
2255,14,80,6
2256,14,80,6
2257,14,80,6
2258,14,80,6
2259,14,80,6
2260,14,80,6
2261,14,80,6
2262,14,80,6
2263,14,80,6
2264,14,80,6
2265,14,80,6
2266,14,80,6
2267,14,80,6
2268,14,80,6
2269,14,80,6
2270,14,80,6
2271,14,80,6
2272,14,80,6
2273,14,80,6
2274,14,80,6
2275,14,80,6
2276,14,80,6
2277,14,80,6
2278,14,80,6
2279,14,80,6
2280,14,80,6
2281,14,80,6
2282,14,80,6
2283,14,80,6
2284,14,80,6
2285,14,80,6
2286,14,80,6
2287,14,80,6
2288,14,80,6
2289,14,80,6
2290,14,80,6
2291,14,80,6
2292,14,80,6
2293,14,80,6
2294,14,80,6
2295,14,80,6
2296,14,80,6
2297,14,80,6
2298,14,80,6
2299,14,80,6
2300,14,80,6
2301,14,80,6
2302,14,80,6
2303,14,80,6
2304,14,80,6
2305,14,80,6
2306,14,80,6
2307,14,80,6
2308,14,80,6
2309,14,80,6
2310,14,80,6
2311,14,80,6
2312,14,80,6
2313,14,80,6
2314,14,80,6
2315,14,80,6
2316,14,80,6
2317,14,80,6
2318,14,80,6
2319,14,80,6
2320,14,80,6
2321,14,80,6
2322,14,80,6
2323,14,80,6
2324,14,80,6
2325,14,80,6
2326,14,80,6
2327,14,80,6
2328,14,80,6
2329,14,80,6
2330,14,80,6
2331,14,80,6
2332,14,80,6
2333,14,80,6
2334,14,80,6
